ID,Class
11342,a
6357,a
3259,a
3582,a
13665,b
6628,a
10372,b
7156,a
4750,a
13780,b
6625,a
1445,a
14646,b
17969,b
17859,b
4339,a
15616,b
2150,a
4795,a
10685,b
8866,a
10701,a
2735,a
15037,b
16269,b
4764,b
17392,b
13297,b
18345,b
18278,b
12504,b
1038,b
16198,b
18433,a
10127,a
3766,a
6233,a
3804,a
18536,b
3061,a
941,a
15402,a
4873,a
12526,b
1435,a
3072,b
16360,b
197,a
12900,b
15340,b
7577,a
5349,a
94,a
13678,b
8353,a
13720,a
2577,a
66,a
6073,a
13680,b
4861,a
8442,a
9508,a
3012,a
2669,a
4793,a
4799,a
947,a
8270,a
17084,b
10315,a
13446,b
10972,a
10976,a
1387,a
9972,a
1636,a
17973,b
11968,a
16100,b
14110,b
2993,a
8622,a
9298,a
14614,b
15972,b
18217,b
4030,a
3024,b
16573,b
11845,a
8334,a
13960,a
5928,a
4556,a
12470,a
6455,a
1869,a
9592,a
4192,a
5206,a
16041,b
2977,a
9239,b
16000,a
8305,a
6588,a
17860,b
12325,a
8682,a
17632,a
12026,a
14026,a
672,a
3968,a
1357,a
5988,a
13602,b
2647,a
13377,b
18614,b
1364,a
3636,a
7682,a
2810,a
16744,a
8112,a
7710,a
2381,a
15015,b
1560,a
13333,a
16570,b
3117,a
4264,b
10903,a
12255,a
9724,a
7476,a
2698,a
14041,b
727,a
43,a
2827,a
12493,a
6463,a
7279,a
10590,a
12984,b
16099,b
416,a
9862,a
8661,a
8674,a
15167,b
15201,b
14798,a
4009,a
12608,b
5299,a
1006,a
16677,b
11131,a
12808,a
4702,a
13319,a
14845,b
6450,a
15394,b
15181,a
18981,b
13934,b
15318,a
2619,a
11404,a
16693,a
16272,b
8559,a
4977,a
5460,a
14048,b
6009,a
9152,a
17468,b
17268,b
2090,a
11305,a
11611,b
1047,a
944,a
17769,b
10536,a
10341,a
8276,a
1907,a
16321,b
15726,b
1104,a
7484,a
17059,a
324,a
7931,b
1822,a
4573,a
5659,a
3103,b
8638,a
2569,a
7594,a
14884,b
806,a
12497,b
15631,b
2364,b
16559,b
28,a
3949,a
12544,a
13974,b
4934,a
7636,a
18438,a
16928,b
5227,a
11051,a
3540,a
13789,a
1275,a
14286,a
8074,b
1406,a
18008,b
15016,a
12563,b
13819,b
3133,a
5628,a
7683,a
10937,a
5741,a
130,a
118,a
10532,a
1932,a
15792,b
12820,b
10888,a
15739,b
8538,a
3589,a
15829,b
17664,b
18999,b
6183,a
11654,a
13293,b
11229,a
14354,a
15727,b
2941,a
6846,a
4403,a
4694,a
8006,a
14561,a
15236,b
17476,a
8222,a
18618,a
3039,a
13216,b
362,a
9058,a
17118,b
6958,a
8990,a
170,a
5464,a
11723,b
15200,b
9826,b
10985,a
486,a
16141,b
3352,a
9290,a
5719,a
7015,a
2257,b
7844,a
3798,a
11868,a
8435,a
9968,a
7809,a
15977,b
18040,b
16954,b
16402,b
2212,a
17339,b
5874,a
7261,a
15055,b
4683,a
6091,a
11662,a
14906,a
7280,a
5716,a
5391,a
13894,a
1622,a
15652,b
15513,b
5017,a
15562,a
7304,a
17975,b
2617,a
15636,b
16579,a
15413,a
6045,a
8174,a
13533,b
10812,a
9885,a
25,a
5976,a
5073,a
16738,a
15857,b
9454,a
16562,b
2478,a
3123,a
16688,b
10453,a
3200,a
68,a
3157,a
12710,a
1805,a
13358,b
14013,a
16205,b
15826,b
1193,a
13950,b
18295,b
1093,a
13763,a
12942,b
11022,a
18966,b
13578,a
18967,b
3603,a
2482,a
14315,b
18289,b
4684,a
7437,a
1916,a
8716,a
17474,a
17517,a
12093,a
11486,a
15400,b
14869,b
10327,a
217,a
1069,a
2350,a
12965,b
11621,a
13286,b
18245,b
961,a
11394,a
1330,a
13014,a
7821,a
3774,b
9002,a
3092,a
336,a
12818,a
3356,a
15618,b
5125,a
11139,a
12060,a
3899,a
6992,a
15274,b
4853,a
1684,a
6771,a
9499,a
7851,a
5747,a
10409,a
18182,a
12395,b
11896,a
10730,a
6246,a
7726,a
15992,b
5529,a
10098,a
12963,b
17318,b
6068,a
9791,a
10509,a
13525,b
17185,b
8596,a
2927,a
6173,a
3780,a
11497,a
4972,a
1769,b
8345,a
7912,a
9582,a
2780,a
10944,a
12228,a
4837,b
4366,a
5469,a
4490,a
6892,a
8829,a
15223,b
14960,a
9307,a
18638,b
1815,a
3049,a
18926,b
17305,b
13984,a
5669,a
5128,a
4215,a
594,a
10145,a
7436,a
1359,a
15249,b
8021,a
9626,a
3979,a
9660,a
13733,b
16201,a
17893,b
1727,a
10238,a
19016,b
5457,a
7216,a
16439,b
17771,b
17636,a
13268,b
8499,a
1779,a
18725,a
4610,a
15979,a
17454,b
3725,a
1166,a
14774,b
18878,a
12381,b
6367,b
7924,a
16230,b
16184,a
10006,a
14282,b
13292,b
8352,a
18698,b
3671,a
9282,a
803,a
7403,a
2686,a
17290,b
18671,b
12650,a
15655,b
7119,a
15481,a
3255,a
10643,a
9686,a
4629,a
1310,a
13372,a
9672,b
11005,a
16481,b
5576,a
2152,a
7729,a
1284,a
6347,a
16908,b
7854,a
4341,a
10772,b
1603,a
17391,b
17729,b
15342,b
13024,a
8097,a
2052,a
7526,b
1735,a
12000,a
637,a
4038,a
6746,a
7109,a
15272,b
5439,a
10518,b
14579,a
8996,a
18062,b
10651,a
4137,a
15938,b
9017,a
1699,a
5912,a
134,a
14632,a
1832,b
5958,a
17500,a
12065,a
8647,a
14140,b
16347,b
8360,a
3022,a
7997,a
2201,a
3480,a
8302,a
7599,a
18003,b
185,a
2962,a
704,a
12547,b
7886,a
16958,a
3574,a
18492,b
4318,a
11360,a
18974,b
19019,b
12724,b
14712,b
12854,a
16082,b
13247,b
14313,b
3581,a
12902,b
11589,a
6489,a
1977,a
15671,b
1040,a
10263,a
12569,b
10429,a
13587,b
3528,a
14979,b
9122,a
10278,a
11571,a
6596,a
14094,b
5683,a
1312,a
12150,a
13594,b
8004,a
10251,a
10547,a
9023,b
448,a
16354,a
3294,b
17299,a
5546,a
6715,a
9442,a
2006,a
15849,b
16482,b
14553,a
10644,a
16797,a
5815,a
13463,b
18660,b
14809,b
4851,a
15062,b
9317,a
18139,b
11470,a
4612,a
13601,a
5586,a
3503,a
7960,a
16710,b
15702,b
5373,a
9913,a
6349,a
12273,a
16767,a
12572,a
14088,a
846,a
14298,b
4865,a
10190,a
11159,a
9868,a
17319,b
9383,a
14256,a
16788,b
10477,a
10446,a
13815,b
10625,a
10893,a
7136,a
5255,a
7951,a
14251,b
15268,b
11265,a
3106,a
487,a
11883,a
7884,a
13560,b
12596,b
11195,a
3810,a
11658,a
11011,a
7948,a
12855,b
12214,a
10266,a
5194,a
12384,a
2720,a
17904,b
9261,a
13544,b
8874,a
1785,a
9049,a
4562,a
649,a
1593,a
6921,a
1689,a
6237,a
2970,a
812,b
10825,a
15019,b
16769,b
6778,a
3400,a
15319,b
10829,a
12296,a
465,a
11720,a
10633,a
3544,a
236,a
15212,b
14422,a
4467,a
5172,a
9659,a
17888,b
17085,b
5872,a
1745,a
7412,a
13852,b
13487,a
7348,a
8849,a
9140,a
18649,b
14474,b
11348,a
3924,a
5319,a
10800,a
2275,a
344,a
1968,a
17761,a
6325,a
1564,a
18634,b
929,a
10371,a
5176,a
7604,a
8890,a
10650,a
2662,a
13167,b
17600,a
16456,a
10074,a
15257,a
4194,a
1212,a
13172,b
14794,b
12865,b
8043,a
1604,a
16523,b
12347,b
12294,a
406,a
3413,a
4398,a
10466,a
16627,b
13653,b
3695,a
443,a
11751,a
10880,a
12555,b
7095,a
10660,a
9498,a
9030,a
13696,a
11794,a
4261,a
7218,a
6478,a
3322,a
7449,a
4160,a
6306,a
8609,a
10047,a
8542,a
13041,b
1255,a
17682,b
14858,b
2137,a
8985,a
16332,a
16916,b
12871,b
10932,a
9680,a
13231,b
5558,a
10443,a
17560,a
16345,b
7933,b
16211,b
16639,b
856,a
8068,a
13845,b
5518,b
9903,a
9046,a
15929,b
5663,a
5967,a
15822,b
4954,a
3353,a
5322,b
6957,a
12061,a
6678,a
18971,b
13875,b
14669,b
5101,a
7786,a
12107,a
12063,a
18271,b
4100,a
9718,a
13013,b
13380,a
4586,b
1847,a
4771,a
7769,a
5498,a
9159,a
11696,a
8252,a
15267,b
9985,a
9295,a
9725,a
15198,b
12371,b
18693,b
18373,b
2942,a
11848,a
4928,a
2288,a
4028,a
14985,b
8943,a
9625,a
15390,b
144,a
4377,a
172,a
13548,a
2911,a
1966,a
3808,a
7274,a
5171,b
15832,a
1234,a
610,a
16391,b
17647,b
1600,b
8555,a
10333,a
10368,b
13230,b
9051,a
11050,b
9548,a
7812,a
12131,a
15917,b
3909,a
9823,a
16845,b
17562,b
2817,a
18083,b
2998,a
16276,b
13276,b
9618,a
17231,b
8751,a
13705,b
1326,a
3316,a
12831,a
13471,b
4688,a
6281,a
295,a
18460,a
6832,a
13256,b
10071,a
12913,a
4473,a
6459,a
16612,a
1321,a
13791,b
2326,a
14295,b
18722,b
1602,a
5851,a
575,a
12234,a
5443,a
1272,a
6603,a
9983,a
18299,b
3965,a
8776,a
6997,a
8680,a
8847,a
1060,a
15397,b
14925,b
17215,b
5880,a
5903,a
1117,a
12476,b
8206,a
14015,b
16618,a
8450,a
17550,b
3944,a
11031,a
11833,b
3596,a
2889,a
12421,b
8009,a
2952,a
14731,b
4848,a
5734,b
15686,a
15357,b
9060,b
943,a
18329,a
7157,a
6531,a
145,a
12690,b
8976,a
17010,b
3818,a
461,a
14718,b
3977,a
10436,b
15914,a
6265,a
3823,a
16374,b
13459,a
17579,a
7800,a
5507,a
15995,a
15375,b
12860,b
2289,a
7920,a
11222,b
17637,a
11109,a
1397,a
14528,b
1344,a
7977,a
6084,a
11179,a
6175,a
1519,a
12958,b
6710,a
6340,a
4739,a
11138,b
926,a
13092,b
17419,a
13709,b
7340,a
7378,a
16613,a
11185,a
6971,a
14441,b
12793,b
15209,a
10671,a
14291,b
17108,b
18203,b
7202,a
15117,b
11440,a
3746,a
16945,a
10804,a
18666,b
775,a
17030,b
15575,b
10237,a
6775,a
1172,a
8329,a
11725,a
17479,b
17967,b
10351,a
6809,a
7026,a
3520,a
964,a
8436,a
11044,a
8755,a
14404,b
6278,b
12125,a
6469,a
16961,b
7665,a
14838,b
16,a
5889,a
12867,b
10619,a
18096,b
1853,a
2450,a
5284,a
5506,a
10717,a
11098,a
9796,a
12876,b
14054,b
2033,a
16102,b
13625,b
6297,a
18950,b
5229,a
17907,b
7232,a
10652,a
8251,a
6184,a
15329,b
10053,a
4306,a
12218,a
14808,b
10924,a
8995,a
137,a
3193,a
7777,a
755,a
1673,a
18678,a
6302,a
10697,a
5937,a
5102,a
10418,a
8548,b
4012,a
3067,a
2522,a
9234,a
17662,b
18943,a
7701,a
8303,a
12338,b
18454,b
4512,a
5351,a
16831,a
12138,a
17258,b
1612,a
14129,b
555,a
8342,a
6475,a
84,a
16219,b
10143,a
3591,a
457,a
12888,b
17770,a
17549,b
13415,b
15143,b
2631,a
15881,b
9534,a
5445,a
12551,a
15707,b
17604,b
10067,a
3446,a
296,a
8408,a
12523,b
8086,a
9244,a
3627,a
10699,b
9048,a
293,a
15587,b
2909,a
4476,a
12862,b
3775,a
2274,a
6143,a
14293,b
14366,b
14538,b
8529,a
4665,a
2500,a
9029,a
5723,a
8978,a
18333,b
10239,a
7846,a
9257,a
1774,a
13802,b
8417,b
14106,b
8651,a
13751,b
17012,b
6072,a
9334,a
18737,b
4062,a
9347,a
8551,a
9248,a
13515,b
13410,a
6197,a
12459,b
16813,b
13760,b
10779,a
4787,a
17976,b
11184,a
17903,b
15852,a
5555,a
18551,b
2249,a
9255,a
3258,a
9883,a
1969,a
9567,a
4241,a
18330,b
11024,a
4154,a
15748,b
4884,a
7263,b
11681,a
16972,a
335,a
1803,a
2234,a
1077,a
698,a
12113,a
945,a
17465,b
7174,a
2062,a
1766,a
2219,a
15324,b
1439,a
13750,b
7272,a
7999,a
14170,b
3428,a
17848,b
9813,a
9183,a
5155,a
16292,b
18316,b
2031,a
10427,a
15755,a
13228,b
9411,a
2277,a
8066,a
10221,a
12091,a
5994,a
17751,b
5461,a
9800,a
4157,a
3971,a
3147,a
13140,a
18178,b
11315,a
17924,b
15187,b
10675,a
15446,b
14505,a
18485,b
11774,a
14314,a
18809,b
18145,a
8649,a
8153,a
9466,a
4111,a
7025,a
8915,a
12937,b
12839,a
9375,a
13566,b
1011,a
7893,a
14039,a
17844,b
16764,b
10797,a
10906,a
17736,b
5371,a
15900,b
16421,b
18157,b
17119,a
4686,a
6219,a
17205,b
5646,a
15904,b
11092,a
11176,a
5733,a
16866,a
11537,a
6377,a
11977,a
17137,b
16571,b
16881,b
1370,a
10594,a
13421,b
15452,a
16650,a
4428,a
7241,a
19009,b
2148,a
6774,a
18273,b
12356,a
1541,a
792,a
9620,a
7601,a
10668,a
10493,a
16575,b
1259,a
17428,b
9270,b
7669,a
4624,a
9301,a
6408,a
15010,b
15211,a
13163,a
14458,b
15811,a
2300,a
15472,b
11228,a
16576,b
14710,b
12741,a
12099,a
18347,b
10396,a
15428,a
5103,a
4838,a
14174,b
1488,a
16982,b
16860,b
9729,a
7528,a
7091,a
5372,a
4541,a
15392,a
13493,b
6617,a
5175,a
18171,a
753,a
90,a
9338,a
7321,a
14977,b
7123,a
4405,a
2868,a
4513,a
4912,a
10938,a
11716,a
14867,a
7037,a
10642,a
6639,a
9538,a
12264,a
14451,b
4284,a
10309,a
12349,b
5651,a
17609,a
15945,a
9313,a
1960,a
5688,a
15256,b
11379,a
14138,b
1491,a
17957,b
2935,a
15168,a
15838,b
18873,b
18147,b
5864,a
4788,a
2324,a
10054,a
13197,b
7270,a
13112,a
913,a
11364,a
11972,a
11037,a
1048,a
2645,a
2018,a
17615,b
18227,b
13126,b
6176,a
13823,b
11951,a
12064,a
3659,a
3629,a
7409,a
15363,a
10926,a
1743,a
5240,a
2990,a
11870,a
9841,a
12560,a
10099,a
11212,a
12300,a
1165,a
16676,b
17694,b
1114,a
7956,a
11234,a
10240,a
7152,a
6683,a
9993,a
13694,a
7244,a
15098,b
17180,a
5930,a
6399,a
8786,a
14789,b
7779,a
651,b
8896,a
18355,a
3469,b
3783,a
7363,a
115,a
9964,a
9162,a
10923,a
1322,a
10720,a
4625,a
16342,b
2711,a
233,b
14965,a
2185,a
10089,a
17418,b
18450,b
9673,a
14660,a
1481,a
9100,a
4633,b
3619,a
2929,b
972,a
18657,b
8210,a
3453,a
15910,a
1667,a
16722,b
18439,b
3174,a
5816,a
4418,a
12106,a
2937,a
12444,b
1108,a
3341,a
5429,a
7306,a
910,a
9751,a
1545,a
15901,a
15646,b
5456,a
7256,a
11619,a
6167,a
9061,a
13793,b
14899,b
18550,a
14327,b
12590,a
14686,a
12307,a
12773,b
1669,a
2048,a
2028,a
12964,b
4985,a
5933,b
8227,a
9616,a
16732,b
10840,a
11528,a
17772,a
12025,a
6835,a
5186,a
5362,a
17089,b
8531,a
17044,b
12133,a
13301,a
470,a
7474,a
9943,a
11719,a
5237,a
12212,a
8684,a
4619,a
14456,b
376,a
16068,b
8514,a
18524,b
15074,b
6822,a
8835,a
4747,a
10279,b
187,a
2263,a
15301,b
13133,b
10591,a
17420,b
3815,a
8468,a
14558,b
481,a
3499,a
5353,a
17234,b
8802,a
13683,b
18452,a
11461,a
13104,b
6044,a
13081,a
4807,a
7332,a
14305,b
5142,a
4052,a
12568,b
10486,a
15145,b
13766,a
13724,b
16506,b
7862,a
7005,a
3421,a
4780,a
831,a
9986,a
3305,a
1345,a
14594,a
4772,a
18935,b
5336,a
11492,a
2451,a
6655,a
15289,b
10078,a
16737,a
15228,b
6162,b
7562,a
6867,a
5398,a
7404,a
1411,a
770,a
15438,b
13829,b
5739,a
7419,a
3286,a
18667,b
1915,a
9475,a
13745,b
16990,b
3822,a
1909,a
2129,a
12059,a
5253,a
13402,b
16367,b
17699,b
12179,a
10168,a
16468,b
16098,b
5031,a
18604,b
17891,b
10723,a
1417,a
1948,a
14185,a
4495,a
6225,a
13717,b
15195,a
6087,b
2328,a
18829,b
3996,a
11289,a
1762,a
5721,a
7582,a
7787,a
4650,a
7028,a
1111,a
8248,a
9228,a
3129,a
15746,b
12367,b
7046,a
11282,a
16191,b
10112,a
695,a
7313,a
3136,a
12980,b
1123,a
16240,a
718,a
2847,a
15280,b
13778,b
2518,a
12829,a
9417,a
928,a
7620,a
18307,b
3539,a
17055,b
456,a
13175,b
10822,a
11272,a
6994,a
2892,a
18302,b
4804,a
8409,a
6358,b
19018,b
15122,a
4990,a
15704,b
9294,a
5911,a
9189,a
17117,b
9825,a
9291,a
11591,a
1857,a
11383,a
12542,b
965,a
15625,b
12030,a
5626,a
5707,a
18680,b
4551,a
6342,a
13303,b
16771,b
7379,a
7598,a
11391,a
7103,a
9047,a
4278,a
18122,a
6018,a
14009,b
4148,a
7032,a
7116,a
11693,a
15813,b
12819,b
14161,b
693,a
1688,a
17201,b
306,a
14225,b
17766,b
18849,a
16542,b
13639,b
9831,a
11710,a
14500,b
1413,b
16622,b
675,b
18700,b
14380,b
13075,b
16874,b
5718,a
5592,a
8143,a
13597,b
15668,b
12977,b
9847,a
3371,a
348,a
13281,b
2865,a
12828,a
17877,b
5882,a
2134,a
10304,a
7798,a
7818,a
6388,a
17100,b
10244,a
3444,a
10018,a
9206,a
311,a
12721,a
17759,b
12191,a
9364,a
8857,a
13437,a
4057,a
13393,b
16838,b
6851,a
5822,b
747,a
2739,a
1141,a
18073,a
7982,a
5895,a
5453,a
1463,a
17250,b
9026,a
10539,a
13246,a
1073,a
17075,a
106,a
13966,b
9602,a
14851,b
17608,b
3233,a
17062,b
4142,a
10607,a
9366,a
6644,a
1549,a
16520,b
15933,b
1662,a
5598,a
4238,b
10874,a
7209,a
9781,a
6849,a
9468,a
2710,a
5437,a
10109,a
2399,a
9279,a
1427,a
891,a
5541,b
544,a
13084,a
5337,a
9032,a
16175,b
13257,b
7052,a
3587,a
2940,a
10709,a
12529,b
2430,a
10991,a
13266,b
4482,a
17971,a
12198,a
9385,b
5811,a
4386,a
11759,a
6528,a
2422,a
12614,b
16306,b
14092,a
8833,a
12698,b
11899,a
7749,a
2549,a
13032,b
5647,a
17162,a
15743,a
13936,b
12518,b
85,a
8789,a
6622,a
14769,a
8189,a
5354,a
15805,b
18405,b
15784,a
699,a
3597,a
10871,a
283,a
10378,a
14034,b
6963,a
2690,a
13391,a
9557,a
1724,a
15333,b
12423,b
11177,a
1318,a
16733,b
2126,a
14384,a
4976,a
5026,a
8845,a
12246,a
18296,b
2907,a
4966,a
2449,a
8337,a
6253,a
16867,b
5533,a
7880,a
4766,a
12540,b
8772,a
4746,b
11626,a
4297,a
12178,a
6645,a
8820,a
15287,b
588,a
14903,a
4898,a
1781,a
18103,b
15197,b
795,b
6406,a
11154,a
18224,b
15919,b
11600,a
8038,a
3456,a
5722,a
5938,a
8821,a
7148,a
12408,a
5894,a
1280,a
3922,a
6445,a
15517,b
5243,a
9844,a
1894,a
4024,a
11593,a
15729,b
15884,b
4839,a
16695,a
5382,a
9830,a
1958,a
3246,a
16340,b
12711,b
995,a
12184,a
16704,b
7819,a
12789,b
247,a
1798,a
8941,b
3461,b
6667,a
8830,a
17852,b
7840,a
1656,a
13775,b
3584,a
6581,a
556,a
17150,b
14668,b
5624,a
6457,a
767,a
8806,a
5709,a
17669,b
17182,a
4656,a
5070,a
6019,a
3964,a
10765,a
7145,a
1376,a
2747,a
4460,a
11712,a
12157,a
15476,b
9345,a
5834,a
5411,a
8557,a
5876,a
10734,a
7018,a
8207,a
17481,b
17590,b
9065,a
13958,a
5712,a
8365,a
14250,b
4813,a
14609,a
909,a
3450,a
15988,b
14559,b
2816,a
13942,b
3883,a
975,a
14253,a
17071,a
11475,b
9970,a
17270,b
16694,a
17556,b
4270,a
7895,a
14093,b
10269,a
6178,a
3602,a
5530,a
11753,a
3866,a
1713,a
8875,a
12571,b
11691,a
17083,b
3548,a
3379,a
15812,b
1905,a
52,a
970,a
13135,b
8506,a
7162,a
9415,b
5545,a
13551,a
18349,a
6638,a
1538,a
3235,a
13647,b
10295,a
3762,a
8911,a
268,a
8071,a
17101,b
2156,a
10928,a
7927,a
7778,a
12735,b
18902,b
6868,a
1845,a
5622,a
7040,a
9091,a
15338,a
5260,a
1954,a
2127,a
9073,a
3873,a
9399,a
2679,a
2192,a
9703,a
6698,a
2015,a
18131,b
5499,b
15411,a
17120,b
9585,a
2807,a
18569,a
9433,a
5465,a
6727,a
11615,a
343,a
17027,b
16550,a
12260,a
18184,b
17956,b
12014,a
15464,a
12537,b
11158,a
10077,a
12418,b
6621,a
9213,a
1608,a
9069,a
14085,b
3901,a
14454,a
5633,a
5211,a
10549,b
11399,a
15110,b
16466,a
9157,a
1794,a
6262,a
13700,b
17741,b
3832,a
2011,a
15222,b
18581,a
14722,b
4782,a
991,a
12414,a
11682,a
9922,a
1726,a
5859,a
2750,a
13177,a
13460,b
17900,b
11041,a
8397,a
2089,a
8827,a
11415,a
9870,a
13552,b
13089,a
12822,b
4906,a
1027,a
9212,a
1189,a
10771,a
7350,a
10170,a
4444,a
6016,a
11261,a
7289,a
5436,a
9045,a
14675,a
2519,a
16629,b
15540,a
160,a
14334,b
4902,a
2000,a
18037,b
8020,a
1996,a
10833,b
10393,a
15229,b
2440,a
9551,a
16581,b
6294,a
7260,a
5885,a
8236,a
1919,a
16793,b
18752,a
16247,b
12743,a
13785,a
17882,b
15250,a
2859,a
16991,b
221,a
3611,a
8573,a
13559,b
4685,a
1249,a
15138,b
18582,b
16756,b
6194,a
16873,b
5993,a
7584,a
5770,a
2555,a
9062,a
12208,a
17364,a
2026,a
8639,a
5727,a
3153,b
15958,b
5677,a
7211,a
12825,b
13726,a
15801,b
973,a
14319,b
17036,a
8796,a
1102,a
13192,b
8567,a
18664,a
2371,a
16759,a
16264,b
9578,a
3167,b
14716,b
9640,a
11204,a
10087,a
11419,a
10442,a
8347,a
7092,a
3878,a
15064,a
11722,a
4189,a
5543,a
8552,a
12272,a
9637,a
3575,a
15779,a
4965,a
16266,b
6631,a
6232,a
17965,b
587,a
6637,a
8137,a
9953,a
2893,a
15207,b
2511,a
16885,b
6412,a
1225,a
7502,a
14800,b
5231,a
8485,a
1690,a
11149,a
17026,b
2562,a
14642,b
2429,a
16603,b
4021,b
7101,a
13842,b
18758,b
4715,a
3320,a
4840,a
3984,a
3388,b
8780,a
1177,a
763,a
13213,b
12686,b
14545,a
1426,a
18084,a
9924,a
11527,a
13162,a
18898,a
13631,b
2615,a
6794,a
5713,a
5544,a
9286,a
4321,b
7045,a
7581,a
16366,a
2421,a
16270,a
13363,b
5488,a
16594,b
10113,a
8091,a
18887,a
9139,a
11617,a
8765,a
13693,b
7878,a
16601,b
18792,a
8133,a
15032,b
5563,a
2282,a
16350,b
2932,a
3037,a
8993,a
2130,a
6916,a
6730,a
3493,a
12599,b
3989,a
15637,b
2436,a
12492,a
16476,b
3126,a
2047,a
13592,b
5940,a
4158,a
15681,b
827,a
10983,a
5686,a
4376,a
17986,b
12552,b
10028,a
12769,b
7105,a
7144,a
9549,a
18788,b
7795,b
14574,b
14316,b
7082,a
3116,b
16074,b
9701,a
4299,a
15362,b
7204,a
16926,b
18954,b
8752,a
7298,a
9893,a
6157,b
6820,a
18517,b
6763,a
2620,a
17176,b
16492,a
8296,a
10009,a
9070,a
4561,a
18475,b
17760,b
10951,a
11329,a
2298,b
11287,b
7611,a
243,a
9533,a
13807,a
420,a
15663,a
10842,a
16435,b
4669,a
6147,a
18027,b
16214,a
14939,b
5749,a
4957,a
7936,a
12966,b
1851,a
10778,a
16030,b
7054,a
9712,a
2397,a
13023,b
6792,a
14209,b
9771,a
3692,a
9617,a
1903,a
7926,a
15255,a
7755,a
15773,b
6438,a
7186,a
12034,a
8958,a
880,a
9012,a
8702,a
9050,a
8753,a
2772,a
16895,b
2731,a
7702,a
1936,a
4546,a
12648,b
7027,a
10344,b
16401,b
14944,b
10843,a
18277,b
1671,a
16752,b
4540,a
7533,a
5083,a
3000,a
475,a
14405,b
4880,a
9629,a
2333,a
7887,a
17433,b
11604,a
18006,b
14868,b
13211,a
18396,a
8659,a
3452,a
10634,a
7273,a
1512,a
11789,a
5689,a
13595,b
11389,a
4903,a
3915,a
12803,b
13916,b
14738,b
3290,a
1399,a
493,a
16989,b
15882,b
12196,a
8955,a
590,a
17738,b
5113,a
10786,a
10059,a
13145,b
5995,a
15036,b
16692,b
14074,b
12899,b
6970,a
11783,a
12405,b
13668,b
10910,a
5789,a
14426,b
2246,a
15045,a
12149,a
2963,a
11669,a
7957,a
10719,a
17993,b
15189,b
7785,a
6227,a
16091,b
18272,b
11068,a
14969,a
4291,a
1211,a
1258,a
2473,a
2755,a
1407,a
16803,b
15286,a
10100,a
10883,b
2596,a
625,a
18487,a
4365,a
11678,a
4249,a
8415,b
11652,a
10980,a
291,a
17223,b
11496,a
9424,a
10935,a
5843,a
2856,a
18167,b
13648,a
2008,a
4648,a
1619,a
16043,b
12071,a
1162,a
16583,b
7208,a
3911,a
7909,a
14379,a
13253,b
12600,b
9643,a
2531,a
4493,a
18372,b
18337,b
8982,a
18510,b
6523,a
11157,a
11332,a
6585,a
18588,b
17066,a
15278,b
14007,a
7086,a
12428,a
16274,b
13146,b
7592,a
3894,a
3284,a
3976,a
13642,b
2311,a
14992,b
13954,b
9384,a
13549,b
2463,b
10777,a
3847,a
12768,a
4757,a
15731,b
6878,a
3728,a
10808,a
1113,a
13953,b
6881,a
13004,b
6654,a
7791,a
6546,a
13313,b
7823,a
2524,a
15317,a
339,a
6875,a
12111,a
7932,a
3093,a
15687,b
2767,a
13060,b
16449,b
3331,a
15556,b
8853,a
10448,a
9252,a
7428,a
16349,a
13349,b
12475,b
5974,a
4910,a
6909,a
1045,a
7228,a
7546,a
10198,a
8620,a
13212,b
14391,b
18301,a
10130,a
13340,a
18486,b
12050,a
16496,b
7824,a
9804,a
2572,a
11640,a
8664,a
12851,b
6589,a
18386,a
3686,a
15341,b
7962,a
14620,b
18969,a
4883,a
2098,b
17861,b
18412,a
2538,a
17984,b
13280,a
2173,a
2184,a
4210,a
3288,a
15653,b
6041,a
11381,a
3592,a
3177,a
15369,a
13553,a
2097,a
3308,a
12656,b
7381,a
1453,a
8180,a
17106,b
4406,a
13362,b
8489,a
6010,a
9472,a
864,a
13073,b
6889,a
5047,a
16126,b
6530,a
18879,a
11922,a
9934,a
11075,a
4168,a
3504,a
657,a
7856,a
14547,b
3556,a
3767,a
3062,a
15133,a
15027,b
2050,a
6999,a
3985,a
14657,b
14577,b
1373,a
4617,a
5943,a
7267,a
6571,a
13803,a
12674,b
10649,a
2188,a
9861,a
2722,a
12597,b
18622,b
2723,a
6117,a
13071,b
17836,b
7725,a
12859,a
18856,b
8388,a
11039,a
5159,a
8170,a
5438,a
13575,b
9788,a
13755,b
11377,a
1790,a
17195,b
1980,a
11218,a
11837,a
10021,a
16626,b
13,a
8316,a
226,a
10076,a
12546,b
1147,a
5871,a
8865,a
9711,b
5261,a
8031,a
16475,b
8589,a
9654,a
13160,b
6200,a
18641,a
6882,a
15421,a
14678,a
9344,a
14653,b
674,a
11993,a
6301,a
10405,a
16922,b
15353,a
11118,a
11087,a
6513,a
6207,a
5197,a
1642,a
18232,b
4345,a
10495,b
9842,a
7146,a
171,a
6808,a
11975,a
3661,a
10762,a
15584,b
9938,a
7863,a
279,a
10385,a
3763,a
14113,b
11463,a
15533,b
16383,b
13241,b
9445,a
16046,b
9253,a
2343,b
16168,b
16781,b
8612,a
231,a
18959,b
15179,a
16087,b
4300,b
3149,a
5936,a
11608,a
2424,b
13429,b
17291,a
6350,a
9427,a
10137,a
867,a
17937,b
